Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers Prev Yr,Followers,Followers gained,Partnered,Mature,Mean weekly watch hours,Mean weekly stream hours,Followers / 100000,1 / Average viewers,ln(Followers),ln(Average viewers),ln(Mean weekly watch hours),ln(Mean weekly stream hours)
ShahZaM,285994050,136590,16800,2093,1634100,1659975,25875,1,0,91664.75961538461,43.77884615384615,16.59975,0.00047778308647873863,14.322313099978356,7.646353722445999,11.425893283568383,3.7791507361934094
RocKy_,285645090,76065,13801,3755,405933,472134,66201,1,0,91552.91346153847,24.379807692307693,4.72134,0.0002663115845539281,13.065018122581279,8.230843564198235,11.424672373315993,3.1937552360937014
guit88man,285536040,156435,5036,1825,162554,170956,8402,1,0,91517.96153846153,50.13942307692308,1.70956,0.000547945205479452,12.049161492433393,7.509335266016592,11.424290532965891,3.914807586419895
Felps,285347355,105930,26304,2693,1265440,1453266,187826,1,0,91457.48557692308,33.95192307692308,14.53266,0.0003713330857779428,14.189323995308598,7.898411092811599,11.423629504782122,3.524945496787014
Poloteli,285125055,116850,19620,2440,13047,150669,137622,1,0,91386.23557692308,37.45192307692308,1.50669,0.0004098360655737705,11.922840656752005,7.799753318287247,11.422850150663132,3.6230580591634762
Replays,285036120,174360,6422,1634,1408101,1548385,140284,1,0,91357.73076923077,55.88461538461539,15.48385,0.0006119951040391676,14.252723010219436,7.3987862754199485,11.422538186241066,4.023289125548801
ì•…ì–´ (jdm2088),284474340,64860,38554,4386,366799,390819,24020,1,0,91177.67307692308,20.78846153846154,3.90819,0.00022799817601459188,12.875999816187976,8.386172928977834,11.420565333337853,3.034398099057781
steel,283539795,70620,24637,4014,234807,337922,103115,1,0,90878.13942307692,22.634615384615383,3.37922,0.00024912805181863477,12.73057037860307,8.297543529356284,11.417274760847924,3.1194803886788494
BLAST,281733240,14085,191848,20002,208143,466632,258489,1,0,90299.11538461539,4.514423076923077,4.66632,0.00004999500049995001,13.053296217443771,9.90358754753646,11.410882942951947,1.5072773995069448
Ray__C,281529150,178875,10007,1573,550596,571427,20831,1,0,90233.70192307692,57.33173076923077,5.71427,0.0006357279084551812,13.25589202002507,7.360739903058278,11.41015827177718,4.048854236055224
Pobelter,280352775,117285,27731,2390,382184,430190,48006,1,0,89856.65865384616,37.59134615384615,4.3019,0.00041841004184100416,12.971982250543274,7.779048644925556,11.405970998022799,3.626773868423196
í•œê°± (woohankyung),280140675,46320,52747,6047,426529,561598,135069,1,0,89788.67788461539,14.846153846153847,5.61598,0.000165371258475277,13.238541570433837,8.707317560273212,11.405214164878275,2.697740831443349
ESL_SC2,280074555,523470,41990,535,376278,392718,16440,1,0,89767.48557692308,167.77884615384616,3.92718,0.001869158878504673,12.880847076032065,6.282266746896006,11.404978112744145,5.122646720256857
Xop0,279812880,431685,3373,648,143543,148338,4795,0,0,89683.61538461539,138.36057692307693,1.48338,0.0015432098765432098,11.907248732659548,6.473890696352274,11.404043371213275,4.92986315378474
metashi12,279728565,99030,10366,2824,173363,207350,33987,1,1,89656.59134615384,31.740384615384617,2.0735,0.0003541076487252125,12.242163465674528,7.945909598613133,11.403741999433253,3.4575898327118204
shongxbong,278546595,13440,201960,20725,1372847,1706010,333163,1,0,89277.75480769231,4.3076923076923075,17.0601,0.00004825090470446321,14.349667868681294,9.939095980003495,11.399507629535625,1.4604023332736125
Attrix,278043705,139170,13014,1997,119460,180929,61469,1,0,89116.57211538461,44.60576923076923,1.80929,0.000500751126690035,12.105859968098477,7.599401333415815,11.397700590725051,3.797863205610371
Moonryde,277617690,144930,8646,1915,619710,658594,38884,1,0,88980.02884615384,46.45192307692308,6.58594,0.0005221932114882506,13.397862538649074,7.557472901614746,11.39616722854692,3.8384178654130343
Silent,276842670,164520,7900,1682,234336,248811,14475,1,1,88731.625,52.73076923076923,2.48811,0.0005945303210463733,12.42444885108848,7.427738840532894,11.393371643647935,3.9651991415408325
Kaydop,276705495,85215,9726,3247,696199,777484,81285,1,0,88687.65865384616,27.3125,7.77484,0.0003079765937788728,13.563818344045645,8.085486772102845,11.392876022809563,3.307344472855809
Stoopzz,276351990,95160,14016,2904,169187,182981,13794,1,0,88574.35576923077,30.5,1.82981,0.0003443526170798898,12.117137601296744,7.973844375944687,11.3915976564273,3.417726683613366
SmallAnt,276132570,70545,13697,3914,1242865,1358599,115734,1,0,88504.02884615384,22.610576923076923,13.58599,0.0002554931016862545,14.12196457968725,8.272315147956022,11.390803353645204,3.11841780224373
GUACAMOLEMOLLY,275858460,59760,21841,4616,313144,390069,76925,1,1,88416.17307692308,19.153846153846153,3.90069,0.0002166377816291161,12.874078925533711,8.437283808187935,11.389810185250669,2.952503539003171
StreamerHouse,275716635,525090,5570,525,782436,780177,-2259,1,0,88370.71634615384,168.29807692307693,7.80177,0.0019047619047619048,13.567276095999551,6.263398262591624,11.389295930693452,5.125736674649463
BotezLive,275379015,55155,28679,4992,1154614,1273894,119280,1,0,88262.50480769231,17.677884615384617,12.73894,0.00020032051282051281,14.05758890914095,8.515591910049263,11.388070662294986,2.872314401599954
frametamer666,275253225,55920,46355,4922,715812,1111170,395358,1,0,88222.1875,17.923076923076923,11.1117,0.0002031694433157253,13.92092407221765,8.501470230951002,11.38761376931615,2.886089096104164
PapeSan,275177220,41625,31560,6610,268969,418884,149915,1,0,88197.82692307692,13.341346153846153,4.18884,0.000151285930408472,12.945349310932333,8.796338932845732,11.387337603631009,2.590867946479217
xFibii,274335960,95355,17190,2876,481953,744153,262200,1,0,87928.19230769231,30.5625,7.44153,0.0003477051460361613,13.52000193783445,7.964155718840937,11.384275763850479,3.4197737672350907
jasontheween,274095810,108510,7613,2526,52872,229381,176509,0,0,87851.22115384616,34.77884615384615,2.29381,0.000395882818685669,12.343139655487004,7.8343923029104365,11.38339999396082,3.549009332810725
FifaTargrean,273742425,134715,14433,2031,483997,504790,20793,1,0,87737.95673076923,43.17788461538461,5.0479,0.0004923682914820286,13.13189778018725,7.616283561580385,11.382109886675725,3.7653284339696316
æœ¨æ£‰èŠ±å®˜æ–¹é »é“ (muse_tw),273459525,504645,15271,541,229348,249184,19836,1,0,87647.28365384616,161.74519230769232,2.49184,0.0018484288354898336,12.425946858376713,6.293419278846481,11.381075899040246,5.086022209957464
CapcomFighters,273321870,36060,69000,7579,404958,433340,28382,1,0,87603.16346153847,11.557692307692308,4.3334,0.00013194352816994325,12.979277918260697,8.93313654381203,11.38057238884708,2.4473512159537805
ã‘ã‚“ã (kenki521),273267225,122460,24977,2231,84555,230359,145804,1,0,87585.64903846153,39.25,2.30359,0.00044822949350067237,12.347394240579757,7.7102051944325325,11.38037243974205,3.6699514442284173
ì‹œë¼ìœ í‚¤_ížˆë‚˜ (shirayukihina_stellive),273246630,69960,18802,3905,21155,101891,80736,1,0,87579.04807692308,22.423076923076923,1.01891,0.00025608194622279127,11.531658893426009,8.270013062273787,11.38029707111298,3.1100906483290105
ê¹€ë‚˜ì„± (naseongkim),272314890,216015,3934,1260,136643,136351,-292,1,0,87280.41346153847,69.23557692307692,1.36351,0.0007936507936507937,11.82298772231358,7.138866999945524,11.376881357681095,4.2375148478960645
Zemie,271592670,144525,50253,1879,799544,1060709,261165,1,0,87048.93269230769,46.32211538461539,10.60709,0.0005321979776476849,13.874448110420325,7.538494999413465,11.37422568426313,3.835619501147149
mondo2244,271499505,91725,26160,2959,59543,196975,137432,1,0,87019.07211538461,29.39903846153846,1.96975,0.0003379520108144643,12.190832096113889,7.99260665240021,11.373882593328654,3.3809619684199546
masondota2,271246680,88650,11058,3059,232586,251443,18857,1,1,86938.03846153847,28.41346153846154,2.51443,0.00032690421706440013,12.434971602676123,8.025843344150903,11.372950942309174,3.346863030698826
resttpowered,270378585,138570,6432,1951,353275,368788,15513,1,0,86659.80288461539,44.41346153846154,3.68788,0.0005125576627370579,12.81797723217425,7.576097340623111,11.369745420708062,3.793542611289233
DougDoug,270374430,33735,22113,8014,600487,844384,243897,1,0,86658.47115384616,10.8125,8.44384,0.00012478163214374845,13.646362646411077,8.98894529119609,11.369730053248668,2.3807028722579977
RoyalPhunk,270274260,101985,8936,2650,262537,276674,14137,1,1,86626.36538461539,32.6875,2.76674,0.0003773584905660377,12.530595196777488,7.882314918980268,11.369359498383748,3.4869927418251416
Shaunz,270204930,75000,23044,3602,265583,284134,18551,1,0,86604.14423076923,24.03846153846154,2.84134,0.000277623542476402,12.55720123685202,8.189244525735901,11.369102948264286,3.1796551117149194
ì–ì– (yapyap30),269394615,56385,30173,4777,327929,333939,6010,1,0,86344.42788461539,18.072115384615383,3.33939,0.00020933640360058616,12.718713620548545,8.471568013389962,11.366099552073088,2.89437016386286
Gssspotted,268327770,94290,7519,2845,199577,294395,94818,1,0,86002.49038461539,30.221153846153847,2.94395,0.000351493848857645,12.592677681996982,7.953318346560431,11.362131532777015,3.408542137656195
Spursito,268222005,31890,71515,8410,1169813,1402379,232566,1,0,85968.59134615384,10.221153846153847,14.02379,0.00011890606420927467,14.153680638147325,9.037176752966994,11.361737291622521,2.3244594792005753
ã‚†ããŠ2 (yukiofps14),268157250,95115,26022,2819,150716,183376,32660,1,0,85947.83653846153,30.485576923076923,1.83376,0.000354735721887194,12.11929396873648,7.9441374911141125,11.361495839330281,3.4172536839987138
ê°ë¸”ëŸ¬ (9ambler),267523185,154890,13046,1727,180063,203225,23162,1,0,85744.61057692308,49.64423076923077,2.03225,0.0005790387955993051,12.222069018614773,7.454141078146678,11.359128512638126,3.9048821857382765
bt0tv,267413745,339525,34713,787,392814,437055,44241,1,0,85709.53365384616,108.82211538461539,4.37055,0.0012706480304955528,12.987814324281828,6.668228248417403,11.35871934290095,4.689714580168741
LukiSteve,267292935,52980,16950,5045,270357,309697,39340,1,0,85670.8125,16.98076923076923,3.09697,0.00019821605550049553,12.643349679120705,8.52615293278771,11.358267468979884,2.8320814820225326
RATIRL,266882190,63135,11555,4227,783086,816621,33535,1,1,85539.16346153847,20.235576923076923,8.16621,0.0002365744026496333,13.612930373921962,8.34924780056679,11.356729602232711,3.0074422890692527
Surefour,266220885,132495,8083,2009,444331,457778,13447,1,0,85327.20673076923,42.46634615384615,4.57778,0.0004977600796416127,13.034139629426265,7.605392364814934,11.354248636092327,3.7487119070438144
Rakin,265879800,120000,28511,2215,1605661,1645879,40218,1,0,85217.88461538461,38.46153846153846,16.45879,0.0004514672686230248,14.313785145973911,7.703007682479236,11.352966604114798,3.649658740960655
RocketBaguette,265577445,42285,86632,6280,301281,407714,106433,1,0,85120.97596153847,13.552884615384615,4.07714,0.0001592356687898089,12.918321227192513,8.745125259462244,11.351828770223303,2.6065994114127946
Dracon,265104375,116385,6094,2277,56348,64925,8577,1,0,84969.35096153847,37.30288461538461,0.64925,0.0004391743522178305,11.080988036530949,7.7306140660637395,11.350045893525888,3.6190706591926314
bebe872,264037950,148875,11798,1773,177941,217321,39380,1,0,84627.54807692308,47.71634615384615,2.17321,0.0005640157924421884,12.289130802164168,7.480428306074208,11.346015119976022,3.865274025854073
DieHahn,263552640,149055,3637,1768,226494,233362,6868,1,0,84472,47.77403846153846,2.33362,0.0005656108597285068,12.360346174953968,7.477604243197589,11.34417539748635,3.8664823635300456
liminhag0d,263394780,310500,9917,848,577886,617309,39423,1,1,84421.40384615384,99.51923076923077,6.17309,0.0011792452830188679,13.333124987896635,6.742880635791903,11.343576248505899,4.600350899552143
TraYtoNlol,262871505,85245,30487,3083,156914,194897,37983,1,0,84253.6875,27.322115384615383,1.94897,0.0003243593902043464,12.180226492868208,8.03365842788615,11.341587615802787,3.3076964615958033
í”ŒëŸ¬ë¦¬ (flurry1989),262503780,133740,8903,1962,209959,216061,6102,1,0,84135.82692307692,42.86538461538461,2.16061,0.0005096839959225281,12.283316054204244,7.581719640125308,11.340187759088746,3.758064614804441
Aurateur,262272330,144900,4037,1810,164916,171898,6982,1,1,84061.64423076923,46.44230769230769,1.71898,0.0005524861878453039,12.054656556631937,7.501082124259871,11.33930566857206,3.8382108475052457
JustCooman,262212045,59205,24136,4428,317808,382589,64781,1,0,84042.32211538461,18.97596153846154,3.82589,0.00022583559168925022,12.854716584921558,8.395703293828527,11.339075785650321,2.9431729959615294
ç¨»ä¹™ç·¹ (iitifox),261939180,273630,5706,957,52731,129991,77260,1,0,83954.86538461539,87.70192307692308,1.29991,0.0010449320794148381,11.775220496271928,6.863803391452954,11.338034616569205,4.473943827038786
RavshanN,261612120,50160,19746,5215,161694,359571,197877,1,0,83850.03846153847,16.076923076923077,3.59571,0.00019175455417066154,12.792666933166316,8.559294367434873,11.336785225945805,2.777384894503274
MitchJones,260172615,41325,28253,6295,623957,696063,72106,1,0,83388.65865384616,13.245192307692308,6.96063,0.00015885623510722796,13.453195452461499,8.747510946478448,11.331267591735763,2.583634641885697
paivinha29,259928430,104880,8422,2478,176820,267296,90476,1,0,83310.39423076923,33.61538461538461,2.67296,0.0004035512510088781,12.496111937555632,7.815207062189088,11.330328601051976,3.514983837634053
Warcraft,259569765,22170,36579,11707,714515,782919,68404,1,0,83195.4375,7.105769230769231,7.82919,0.00008541898009737763,13.570784521345937,9.367942232479672,11.328947787565271,1.9609070218068292
Pikabooirl,259130190,140640,10195,1842,396525,429301,32776,1,0,83054.54807692308,45.07692307692308,4.29301,0.0005428881650380022,12.969913583583338,7.518607216815252,11.327252876659673,3.808370432115476
Loeya,259105320,139680,6020,1855,1573548,1619878,46330,1,0,83046.57692307692,44.76923076923077,16.19878,0.0005390835579514825,14.297861395730754,7.5256399750415355,11.32715689713091,3.801521090269901
Warframe,258727200,8430,286930,30691,1822591,2040669,218078,1,0,82925.38461538461,2.701923076923077,20.40669,0.00003258284187546838,14.528788253235916,10.33172473098649,11.325696501915859,0.9939637701923731
ãƒ˜ãƒ³ãƒ‡ã‚£ãƒ¼ (tonakaito_hendy),258058020,123405,21913,2091,129893,261387,131494,1,0,82710.90384615384,39.55288461538461,2.61387,0.00047824007651841227,12.473757346724401,7.645397699428633,11.323106720520741,3.677638627467612
parisplatynov,257956725,81750,19020,3155,410706,522776,112070,1,0,82678.4375,26.201923076923077,5.22776,0.0003169572107765452,13.166908353021997,8.056743774975313,11.322714115455545,3.265832807955972
wuant,257661960,70575,23351,3650,337677,526955,189278,1,0,82583.96153846153,22.620192307692307,5.26955,0.000273972602739726,13.174870434883344,8.202482446576537,11.321570770419045,3.118842972318162
AnthonyZ,257596125,122685,15974,2099,597204,615506,18302,1,0,82562.86057692308,39.32211538461539,6.15506,0.0004764173415912339,13.33019997273135,7.649216319820633,11.321315228575939,3.671787093033656
cs2_paragon_ru,257535840,50775,39859,5072,11096,111135,100039,0,0,82543.53846153847,16.27403846153846,1.11135,0.0001971608832807571,11.618500957518867,8.531490496117062,11.321081172045297,2.789571105645057
tvplay_it,257492700,147615,5882,1744,31161,47268,16107,1,0,82529.71153846153,47.3125,0.47268,0.0005733944954128441,10.763588812758906,7.463936604468925,11.32091364734812,3.8567745311976678
jujalag,257382960,109515,9066,2350,417780,501608,83828,1,0,82494.53846153847,35.10096153846154,5.01608,0.000425531914893617,13.125574217136982,7.762170607138205,11.320487369665225,3.5582285243547678
ì½”ë ›íŠ¸ (collet11),256930890,197520,10225,1300,263356,283962,20606,1,0,82349.64423076923,63.30769230769231,2.83962,0.0007692307692307692,12.556595705374047,7.170119543449628,11.318729415387216,4.1480068432155335
forg1,256737105,113520,32916,2261,167430,202923,35493,1,0,82287.53365384616,36.38461538461539,2.02923,0.0004422821760283061,12.220581875722731,7.72356247227797,11.317974900754887,3.5941460310303963
é¾œç‹— (sweetcampercs),256204545,124965,7339,2050,284535,308506,23971,1,1,82116.84134615384,40.05288461538461,3.08506,0.0004878048780487805,12.639496571084967,7.6255950721324535,11.315898406512865,3.690200696273591
buckefps,256124610,97065,13653,2638,583397,794299,210902,1,0,82091.22115384616,31.110576923076923,7.94299,0.0003790750568612585,13.585215243650268,7.87777633327726,11.315586361024653,3.437547855355948
WankilStudio,255945255,24165,22818,10591,1125224,1232846,107622,1,0,82033.73557692308,7.7451923076923075,12.32846,0.00009441979038806533,14.02483587572475,9.267759862843668,11.314885851115388,2.047072303475656
FoxenKin,254338770,488025,2021,521,352902,368622,15720,1,0,81518.83653846153,156.41826923076923,3.68622,0.0019193857965451055,12.817527007732478,6.255750041753367,11.308589395695416,5.0525336322277665
H0llyLP,254320845,143520,8112,1772,199439,210701,11262,1,1,81513.09134615384,46,2.10701,0.000564334085778781,12.258195345865499,7.4798641311650265,11.308518916343493,3.828641396489095
daltoosh,254311965,106470,12659,2388,738635,762311,23676,1,0,81510.24519230769,34.125,7.62311,0.0004187604690117253,13.544109887886684,7.778211474512493,11.308483999209457,3.530030253505124
KingGothalion,253015800,113130,13115,2236,969165,989758,20593,1,0,81094.80769230769,36.25961538461539,9.89758,0.0004472271914132379,13.805215747784915,7.71244383427499,11.303374214531194,3.5907045981169845
Ziqoftw,252955170,164805,27190,1534,243763,303512,59749,1,0,81075.375,52.82211538461539,3.03512,0.000651890482398957,12.623176427415048,7.335633981927201,11.303134556511722,3.966929954999563
shanks_ttv,252866730,116760,8857,2165,406007,473571,67564,1,1,81047.02884615384,37.42307692307692,4.73571,0.00046189376443418013,13.068057127569002,7.68017564043659,11.30278486820878,3.622287544164523
Posty,252840915,190095,17886,1330,433267,502595,69328,1,0,81038.75480769231,60.92788461538461,5.02595,0.0007518796992481203,13.127539955773143,7.1929342212158,11.302682773647712,4.109690945380746
Kxpture,252792645,138180,4261,1829,285359,379500,94141,1,0,81023.28365384616,44.28846153846154,3.795,0.0005467468562055768,12.84660987581782,7.511524648390866,11.302491844864637,3.790724181239258
ä¸‰äººç§°_ãƒ‰ãƒ³ãƒ”ã‚·ãƒ£ (sanninshow_3ns),251557005,89070,17777,2824,81558,123740,42182,1,0,80627.24519230769,28.548076923076923,1.2374,0.0003541076487252125,11.72593786908498,7.945909598613133,11.297591901056796,3.3515895756223872
shxtou,251012700,58785,16373,4270,961234,1238424,277190,1,0,80452.78846153847,18.841346153846153,12.38424,0.000234192037470726,14.029350161474774,8.35936910622267,11.295425812622076,2.9360537184983135
Tomato,250631505,60585,6581,4136,147658,158988,11330,1,1,80330.61057692308,19.41826923076923,1.58988,0.00024177949709864604,11.976584006656124,8.327484416188264,11.293906029996972,2.966214335862095
TrU3Ta1ent,250564380,133305,6282,1879,682522,696661,14139,1,0,80309.09615384616,42.72596153846154,6.96661,0.0005321979776476849,13.45405420126851,7.538494999413465,11.293638170653308,3.754806734037157
Move_Mind,250447665,91695,23019,2731,191582,262122,70540,1,1,80271.6875,29.389423076923077,2.62122,0.0003661662394727206,12.476565323217411,7.912423121473705,11.293172253702704,3.3806348503274073
QuarterJade,250344990,52230,45305,4793,1015067,1142501,127434,1,0,80238.77884615384,16.740384615384617,11.42501,0.00020863759649488838,13.948730277023637,8.474911799159631,11.292762203753234,2.8178240406268165
roflgator,249663015,91800,12864,2719,300657,317261,16604,1,1,80020.19711538461,29.423076923076923,3.17261,0.0003677822728944465,12.667480057946383,7.908019444632471,11.290034345734668,3.3817792958050537
RDCgaming,249273075,33105,16531,7529,561105,674253,113148,1,0,79895.21634615384,10.610576923076923,6.74253,0.00013281976358082084,13.421360690380286,8.926517509850122,11.288471259450839,2.3618513265554184
maxim,248795580,103020,7600,2414,457601,473696,16095,1,1,79742.17307692308,33.01923076923077,4.73696,0.00041425020712510354,13.068321044713219,7.789040401657477,11.286553872594654,3.4970901423160483
Xari,247877910,80955,22382,3061,399908,408300,8392,1,0,79448.04807692308,25.947115384615383,4.083,0.0003266906239790918,12.919757477307668,8.026496938945412,11.282858603719996,3.2560604429173248
Nadeshot,247745820,66390,17178,3731,1958278,2002572,44294,1,1,79405.71153846153,21.278846153846153,20.02572,0.0002680246582685607,14.509942912334463,8.224431573221159,11.282325578381892,3.057713440909677
Michou,247702995,17550,125195,14114,1064160,1677527,613367,1,0,79391.98557692308,5.625,16.77527,0.00007085163667280714,14.332831243078475,9.554922491560776,11.282152704822364,1.7272209480904839
Ko0416,247514400,206835,4275,1196,117138,120596,3458,1,1,79331.53846153847,66.29326923076923,1.20596,0.0008361204013377926,11.700201395229314,7.086737934510577,11.281391039295176,4.194088372140423
Sacriel,247360125,159795,9958,1548,737319,747057,9738,1,0,79282.09134615384,51.21634615384615,7.47057,0.0006459948320413437,13.523896766424743,7.344719054149673,11.280767547896028,3.9360587419098794
BaityBait,247323930,65595,19859,3770,165955,296831,130876,1,0,79270.49038461539,21.02403846153846,2.96831,0.0002652519893899204,12.600918232260462,8.234830280442056,11.280621212069358,3.0456664717116024
vei,246738810,41805,21725,5902,984811,1051942,67131,1,1,79082.95192307692,13.399038461538462,10.51942,0.00016943409013893597,13.86614853768006,8.683046555502886,11.278252604901942,2.5951829477806303
A_Seagull,246229380,84615,14168,2910,1161592,1166858,5266,1,1,78919.67307692308,27.120192307692307,11.66858,0.0003436426116838488,13.969825224345003,7.975908360165538,11.276185817666278,3.300278554038658
Faux,246081960,131595,12470,1869,278097,296008,17911,1,0,78872.42307692308,42.17788461538461,2.96008,0.0005350454788657035,12.598141759968001,7.533158807455563,11.275586928335773,3.741896022427066
Doublelift,245469390,29850,29686,8223,1755369,1779005,23636,1,0,78676.08653846153,9.567307692307692,17.79005,0.00012161011796181443,14.391564777211757,9.014690384970896,11.273094532303867,2.25835183801722
s1mple,245404050,10920,53819,22472,3328824,3663604,334780,1,0,78655.14423076923,3.5,36.63604,0.000044499822000712,15.113957920332625,10.02002536878408,11.272828312968855,1.252762968495368
KungenTV,245219745,80010,13691,3064,267850,293380,25530,1,1,78596.07211538461,25.64423076923077,2.9338,0.00032637075718015666,12.589223976041755,8.027476530860483,11.272077004081892,3.2443186250406417
MrDzinold,244792260,58275,17925,4200,283649,555311,271662,1,0,78459.05769230769,18.677884615384617,5.55311,0.0002380952380952381,13.227283596145693,8.34283980427146,11.27033220965201,2.92734018310043
LaAgusneta,244459590,112005,12357,2182,98863,297690,198827,1,0,78352.43269230769,35.89903846153846,2.9769,0.00045829514207149406,12.603807955576396,7.687997166393016,11.268972296342458,3.5807105113343836
4HEAD,244423050,149820,6242,1631,57340,90348,33008,1,0,78340.72115384616,48.01923076923077,0.90348,0.0006131207847946045,11.411424159638123,7.396948602621014,11.268822812613324,3.8716015716983456
BruceDropEmOff,243671775,10305,91829,23645,1182329,1307720,125391,1,1,78099.92788461539,3.3028846153846154,13.0772,0.00004229223937407486,14.083795720805323,10.070906955077977,11.265744412454948,1.1947962125210314
bysTaXx,243360450,59610,23475,4082,2091925,2212351,120426,1,0,78000.14423076923,19.10576923076923,22.12351,0.0002449779519843214,14.609566308963702,8.31434234336979,11.264465954782445,2.949990343410444
BanduraCartel,242847105,53985,23337,4498,240219,458207,217988,1,0,77835.61057692308,17.302884615384617,4.58207,0.00022232103156958648,13.035076326056378,8.411388132519262,11.262354324942594,2.8508732283777127
Smurf_tv,242821695,128565,5170,1888,72461,97392,24931,1,0,77827.46634615384,41.20673076923077,0.97392,0.0005296610169491525,11.486499350733705,7.543273346705446,11.262249685731579,3.7186016111975646
ãƒãƒˆãƒ© (batora324),242720190,81465,10628,2979,42485,67779,25294,1,0,77794.93269230769,26.110576923076923,0.67779,0.0003356831151393085,11.124007691437571,7.999342952713282,11.261831575555652,3.2623404783335275
Klean,242664345,186300,11519,1302,390238,412029,21791,1,1,77777.03365384616,59.71153846153846,4.12029,0.0007680491551459293,12.928849014204035,7.171656822768514,11.261601469335863,4.089525275786151
filian,242027520,48405,38417,5000,545013,808057,263044,1,0,77572.92307692308,15.514423076923077,8.08057,0.0002,13.602387879569537,8.517193191416238,11.258973715860181,2.7417701123506437
Thiefs,241555530,185760,11448,1300,476928,556565,79637,1,0,77421.64423076923,59.53846153846154,5.56565,0.0007692307692307692,13.229539244314536,7.170119543449628,11.257021661709908,4.08662251612819
Knut,241220220,221415,41829,1089,390635,394771,4136,1,0,77314.17307692308,70.96634615384616,3.94771,0.0009182736455463728,12.886061128929638,6.9930151229329605,11.255632569345938,4.262205766835679
Popo,240681840,45600,22401,5278,417897,457423,39526,1,0,77141.61538461539,14.615384615384615,4.57423,0.00018946570670708602,13.033363843521737,8.57130251706327,11.253398172489492,2.6820747146989494
chocoTaco,240647145,176610,30662,1362,1294103,1305099,10996,1,0,77130.49519230769,56.60576923076923,13.05099,0.0007342143906020558,14.081789457930515,7.216709486709457,11.253254009137018,4.036110909886888
GetOnMyLvLTV,240479490,490530,13482,490,13809,310816,297007,1,1,77076.75961538461,157.22115384615384,3.10816,0.0020408163265306124,12.646956376202057,6.194405391104672,11.252557082404678,5.057653437393213
DuendePablo,240413235,127560,12901,1884,928559,950848,22289,1,0,77055.52403846153,40.88461538461539,9.50848,0.0005307855626326964,13.765109496997026,7.5411524551363085,11.252281532382918,3.710753840320466
BagheraJones,239594415,57750,32597,4148,328407,610288,281881,1,0,76793.08173076923,18.509615384615383,6.10288,0.00024108003857280618,13.321686255878193,8.330381569349418,11.24886983344756,2.9182903475805118
SkyrrozTV,238974255,110370,13335,2165,1080203,1138676,58473,1,0,76594.3125,35.375,11.38676,0.00046189376443418013,13.945376741910206,7.68017564043659,11.246278103624805,3.5660053559634015
Zerkaa,238662795,30570,24833,7807,1384589,1484693,100104,1,0,76494.48557692308,9.798076923076923,14.84693,0.0001280901754835404,14.210718574839783,8.962776046120291,11.244973933254665,2.282186134081352
Krolay,238177230,110835,19984,2148,48808,120690,71882,1,1,76338.85576923077,35.52403846153846,1.2069,0.0004655493482309125,11.700980553611943,7.672292455628756,11.2429373375732,3.5702096070873295
Chap_GG,237887205,95940,10704,2479,249768,257459,7691,1,0,76245.89903846153,30.75,2.57459,0.0004033884630899556,12.45861576310758,7.8156105320351905,11.24171890992115,3.4258899942525267
BTSBrasilTV,237815685,520035,6800,457,235406,244407,9001,1,0,76222.97596153847,166.6778846153846,2.44407,0.002188183807439825,12.40659014744061,6.124683390894205,11.241418218031141,5.116063115181329
Pieface23,237780900,98790,8528,2406,823081,890347,67266,1,0,76211.82692307692,31.66346153846154,8.90347,0.00041562759767248546,13.699366553362337,7.785720896534624,11.241271938595336,3.4551633832349915
Kitboga,237188685,37890,13797,6259,1162360,1214182,51822,1,0,76022.01442307692,12.14423076923077,12.14182,0.00015976993129892953,14.009581156992732,8.7417757069247,11.238778240785646,2.4968542232091187
evelone2004,237057795,18060,53931,13126,558959,716780,157821,0,0,75980.0625,5.788461538461538,7.1678,0.00007618467164406521,13.482524238467882,9.482350275033667,11.23822624932617,1.7558665461674483
Conterstine,236877795,88950,42766,2663,1101881,1300123,198242,1,0,75922.37019230769,28.509615384615383,13.00123,0.0003755163349605708,14.077969433340627,7.887208585813932,11.23746665240012,3.350241412290453
TazerCraft,236628885,24795,53585,9543,132307,426865,294558,1,0,75842.59134615384,7.947115384615385,4.26865,0.00010478885046631039,12.964223082971303,9.163563180417254,11.236415304938971,2.072809018119706
valorant_la,236114745,79170,39070,2982,295430,382390,86960,1,0,75677.80288461539,25.375,3.8239,0.00033534540576794097,12.854196309189835,8.000349495324684,11.234240171652845,3.2337644373619514
Staryuuki,236101035,76395,13415,3090,2874500,3295962,421462,1,0,75673.40865384616,24.485576923076923,32.95962,0.00032362459546925567,15.008208640818825,8.035926369891792,11.23418210497831,3.198084247183287
RiffTrax,235811595,525285,962,448,108178,111348,3170,1,0,75580.63942307692,168.36057692307693,1.11348,0.002232142857142857,11.62041571114118,6.104793232414985,11.232955437083053,5.126107970619455
Juice,235474035,167715,8350,1404,97898,115940,18042,1,0,75472.44711538461,53.75480769230769,1.1594,0.0007122507122507123,11.660828094893724,7.247080584585756,11.231522929761644,3.98443310844605
AsianJeff,235404525,132510,26787,1776,599330,1334052,734722,1,1,75450.16826923077,42.47115384615385,13.34052,0.0005630630630630631,14.103731485207732,7.4821189235521155,11.231227694402001,3.7488251124551537
